market,address,id,stored,classifier,candidate,confidence,reason,judgment
index,"922 Prince St, Houston, Tx 77008",2131538328,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=121.2455; geometry=HCAD unique exact-address polygon; parcel=0771820140009; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"1023 Nashua St, Houston, Tx 77008",2131538429,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=127.7202; geometry=HCAD unique exact-address polygon; parcel=0771820140028; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"911 Bay Oaks Rd, Houston, Tx 77008",2131538680,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=129.9757; geometry=HCAD unique exact-address polygon; parcel=0771820160009; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"1510 Glen Oaks St, Houston, Tx 77008",2131538725,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=119.3305; geometry=HCAD unique exact-address polygon; parcel=0771820170003; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"822 Nashua St, Houston, TX 77008",pmt_822-nashua-st-77008,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=134.81; geometry=HCAD unique exact-address polygon; parcel=0771820130025; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"1118 Worthshire St, Houston, TX 77008",pmt_1118-worthshire-st-77008,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=122.0542; geometry=HCAD unique exact-address polygon; parcel=0771810090009; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"728 Euclid St, Houston, TX 77009",pmt_728-euclid-st-77009,Single Lot,Unknown,Single Lot,unknown,"one whole lot; units=1 (one address); master_size=None (none); depth_ft=75.6001; geometry=HCAD unique exact-address polygon; parcel=1497370010001; parcel_history={'event': 'SPLIT', 'vintage': '2025_Oct->2026_Jul', 'parents': ['0373020000007'], 'children': ['1497370010002', '1497370010001'], 'source': 'refresh/parcel_events.json'}",Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"625 Merrill St, Houston, TX 77009",pmt_625-merrill-st-77009,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=123.6537; geometry=HCAD unique exact-address polygon; parcel=0371050000014; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"627 Mazal (Pvt) Ln, Houston, TX 77009",pmt_627-mazal-pvt-ln-77009,Single Lot,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=3 (25114941); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"841 Rutland St, Houston, Tx 77007",2131044972,Single Lot,Split Lot,Split Lot,high,lot + fragment; units=1 (one address); master_size=None (none); depth_ft=132.0693; geometry=HCAD unique exact-address polygon; parcel=0202390000002; parcel_history=none,"Unresolved: classifier measures a deep fragment/replat parcel, but that does not prove two homes or invalidate a reviewed Single label. Obtain the plat; retain stored label."
index,"1624 Heights Blvd, Houston, Tx 77008",2131283630,Single Lot,Split Lot,Split Lot,high,lot + fragment; units=1 (one address); master_size=None (none); depth_ft=150.1747; geometry=HCAD unique exact-address polygon; parcel=0201130000017; parcel_history=none,"Unresolved: classifier measures a deep fragment/replat parcel, but that does not prove two homes or invalidate a reviewed Single label. Obtain the plat; retain stored label."
index,"303 Bayland Ave, Houston, Tx 77009",2131208578,Single Lot,Split Lot,Split Lot,high,fragment only; units=1 (one address); master_size=None (none); depth_ft=101.1009; geometry=HCAD unique exact-address polygon; parcel=0372710000001; parcel_history=none,"Unresolved: classifier measures a deep fragment/replat parcel, but that does not prove two homes or invalidate a reviewed Single label. Obtain the plat; retain stored label."
index,"2715 Houston Ave, Houston, Tx 77009",2131156653,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=116.8545; geometry=HCAD unique exact-address polygon; parcel=0533000000005; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"1818 N Shepherd Dr, Houston, Tx 77008",2131187480,Single Lot,Split Lot,Split Lot,high,fragment only; units=1 (one address); master_size=None (none); depth_ft=102.1975; geometry=HCAD unique exact-address polygon; parcel=0200940000021; parcel_history=none,"Unresolved: classifier measures a deep fragment/replat parcel, but that does not prove two homes or invalidate a reviewed Single label. Obtain the plat; retain stored label."
index,"820 E 29th St, Houston, Tx 77009",2131207218,Single Lot,Unknown,Unknown,unknown,assembled 2 lots -> needs_review; units=1 (one address); master_size=None (none); depth_ft=120.0001; geometry=HCAD unique exact-address polygon; parcel=0350750090073; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"1516 Lawrence St, Houston, Tx 77008",2131218924,Single Lot,Unknown,Unknown,unknown,assembled 2 lots -> needs_review; units=1 (one address); master_size=None (none); depth_ft=100.1424; geometry=HCAD unique exact-address polygon; parcel=0391140000400; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"930 Dorothy St, Houston, Tx 77008",2131360892,Single Lot,Split Lot,Split Lot,high,fragment only; units=1 (one address); master_size=None (none); depth_ft=120.2493; geometry=HCAD unique exact-address polygon; parcel=0600850100021; parcel_history=none,"Unresolved: classifier measures a deep fragment/replat parcel, but that does not prove two homes or invalidate a reviewed Single label. Obtain the plat; retain stored label."
index,2924 Watson Street,act_2924-watson-street,Single Lot,Unknown,Single Lot,unknown,"one whole lot; units=1 (one address); master_size=None (none); depth_ft=75.6004; geometry=HCAD unique exact-address polygon; parcel=1497370010002; parcel_history={'event': 'SPLIT', 'vintage': '2025_Oct->2026_Jul', 'parents': ['0373020000007'], 'children': ['1497370010002', '1497370010001'], 'source': 'refresh/parcel_events.json'}",Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,833 W 25th Street,act_833-w-25th-street,Split Lot,Unknown,Single Lot,unknown,"one whole lot; units=1 (one address); master_size=None (none); depth_ft=131.0001; geometry=HCAD unique exact-address polygon; parcel=0200310000066; parcel_history={'event': 'SPLIT', 'vintage': '2025_Oct->2026_Jul', 'parents': ['0200310000027'], 'children': ['0200310000066', '0200310000027'], 'source': 'refresh/parcel_events.json'}",Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,741 W 21st Street Unit#A,act_741-w-21st-street-unit-a,Split Lot,Unknown,Unknown,unknown,no legal; units=1 (distinct address unit letters); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,1122 E 27TH ST Unit#A,act_1122-e-27th-st-unit-a,Split Lot,Unknown,Split Lot,unknown,no legal; units=2 (distinct address unit letters); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"906 W 20th St E, Houston, TX 77008",pmt_906-w-20th-st-e-77008,Common Driveway,Unknown,Common Driveway,unknown,no legal; units=5 (distinct address unit letters); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"906 W 20th St F, Houston, TX 77008",pmt_906-w-20th-st-f-77008,Common Driveway,Unknown,Common Driveway,unknown,no legal; units=5 (distinct address unit letters); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"906 W 20th St A, Houston, TX 77008",pmt_906-w-20th-st-a-77008,Common Driveway,Unknown,Common Driveway,unknown,no legal; units=5 (distinct address unit letters); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"906 W 20th St B, Houston, TX 77008",pmt_906-w-20th-st-b-77008,Common Driveway,Unknown,Common Driveway,unknown,no legal; units=5 (distinct address unit letters); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"906 W 20th St C, Houston, TX 77008",pmt_906-w-20th-st-c-77008,Common Driveway,Unknown,Common Driveway,unknown,no legal; units=5 (distinct address unit letters); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"1336 Herkimer St, Houston, TX 77008",pmt_1336-herkimer-st-77008,Single Lot,Unknown,Unknown,unknown,assembled 2 lots -> needs_review; units=1 (one address); master_size=None (none); depth_ft=132.255; geometry=HCAD unique exact-address polygon; parcel=0201740000007; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"914 W 16th St, Houston, TX 77008",pmt_914-w-16th-st-77008,Single Lot,Split Lot,Split Lot,high,fragment only; units=1 (one address); master_size=None (none); depth_ft=149.2879; geometry=HCAD unique exact-address polygon; parcel=0561680010004; parcel_history=none,"Unresolved: classifier measures a deep fragment/replat parcel, but that does not prove two homes or invalidate a reviewed Single label. Obtain the plat; retain stored label."
index,"214 Sylvester Rd, Houston, TX 77009",pmt_214-sylvester-rd-77009,Single Lot,Common Driveway,Common Driveway,high,replat child; units=1 (one address); master_size=5 (26021733); depth_ft=184.4165; geometry=HCAD unique exact-address polygon; parcel=0400770000094; parcel_history=none,Stored label preferred pending access/plat review: unit/master size alone does not prove common access on a full-depth parcel.
index,1002 E 25th Street,act_1002-e-25th-street,Single Lot,Unknown,Unknown,unknown,assembled 2 lots -> needs_review; units=1 (one address); master_size=None (none); depth_ft=121.2609; geometry=HCAD unique exact-address polygon; parcel=0351010610014; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,834 WAVERLY Street,act_834-waverly-street,Single Lot,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,830 WAVERLY Street,act_830-waverly-street,Single Lot,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,614 Ridge Street,act_614-ridge-street,Single Lot,Split Lot,Split Lot,high,"replat child; units=1 (one address); master_size=None (none); depth_ft=100.252; geometry=HCAD unique exact-address polygon; parcel=1483560010001; parcel_history={'event': 'SPLIT', 'vintage': '2024_Oct->2025_Oct', 'parents': ['0611820070008'], 'children': ['0611820070008', '1483560010001'], 'source': 'refresh/parcel_events.json'}","Unresolved: classifier measures a deep fragment/replat parcel, but that does not prove two homes or invalidate a reviewed Single label. Obtain the plat; retain stored label."
index,"1225 Ashland St A, Houston, TX 77008",pmt_1225-ashland-st-a-77008,Single Lot,Unknown,Unknown,unknown,no legal; units=1 (distinct address unit letters); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"1922 Bonner St, Houston, TX 77007",pmt_1922-bonner-st-77007,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=150.0021; geometry=HCAD unique exact-address polygon; parcel=0400310000027; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"4522 Yoakum Boulevard, Houston, TX 77006",act_4522-yoakum-boulevard,Single Lot,Common Driveway,Common Driveway,high,replat child; units=1 (one address); master_size=2 (25089111); depth_ft=57.0328; geometry=HCAD unique exact-address polygon; parcel=1343790020006; parcel_history=none,Classifier provisionally preferred: short exact-address parcel plus subdivision/unit evidence supports common access; access still needs human confirmation.
montrose,"1517 Vermont Street #B, Houston, TX 77006",act_1517-vermont-street-b,Split Lot,Unknown,Common Driveway,unknown,replat child; units=1 (distinct address unit letters); master_size=None (none); depth_ft=55.4029; geometry=HCAD unique exact-address polygon; parcel=1464520010006; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"1503 Vermont Street #D, Houston, TX 77006",act_1503-vermont-street-d,Split Lot,Common Driveway,Common Driveway,high,replat child; units=2 (distinct address unit letters); master_size=None (none); depth_ft=68.9924; geometry=HCAD unique exact-address polygon; parcel=1464520010026; parcel_history=none,Classifier provisionally preferred: short exact-address parcel plus subdivision/unit evidence supports common access; access still needs human confirmation.
montrose,"4526 Yoakum Boulevard, Houston, TX 77006",act_4526-yoakum-boulevard,Single Lot,Common Driveway,Common Driveway,high,replat child; units=1 (one address); master_size=2 (25089108); depth_ft=46.9591; geometry=HCAD unique exact-address polygon; parcel=1343790020008; parcel_history=none,Classifier provisionally preferred: short exact-address parcel plus subdivision/unit evidence supports common access; access still needs human confirmation.
montrose,"1105 Wilson St, Houston, TX 77019",act_1105-wilson-st,Split Lot,Common Driveway,Common Driveway,high,replat child; units=1 (one address); master_size=3 (25094784); depth_ft=50.0001; geometry=HCAD unique exact-address polygon; parcel=1490630010002; parcel_history=none,Classifier provisionally preferred: short exact-address parcel plus subdivision/unit evidence supports common access; access still needs human confirmation.
montrose,"1503 Vermont Street #A, Houston, TX 77006",act_1503-vermont-street-a,Split Lot,Common Driveway,Common Driveway,high,replat child; units=2 (distinct address unit letters); master_size=None (none); depth_ft=68.9927; geometry=HCAD unique exact-address polygon; parcel=1464520010023; parcel_history=none,Classifier provisionally preferred: short exact-address parcel plus subdivision/unit evidence supports common access; access still needs human confirmation.
montrose,"1107 Wilson St, Houston, TX 77019",act_1107-wilson-st,Split Lot,Common Driveway,Common Driveway,high,replat child; units=1 (one address); master_size=3 (25094784); depth_ft=50.0002; geometry=HCAD unique exact-address polygon; parcel=1490630010001; parcel_history=none,Classifier provisionally preferred: short exact-address parcel plus subdivision/unit evidence supports common access; access still needs human confirmation.
montrose,"1110 Peden Street #B, Houston, TX 77006",act_1110-peden-street-b,Split Lot,Unknown,Common Driveway,unknown,replat child; units=1 (distinct address unit letters); master_size=None (none); depth_ft=50.0005; geometry=HCAD unique exact-address polygon; parcel=1484300010002; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"4207 Driscoll Street, Houston, TX 77098",act_4207-driscoll-street,Single Lot,Unknown,Common Driveway,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=61.6709; geometry=HCAD unique exact-address polygon; parcel=1488930010002; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"1103 Wilson St, Houston, TX 77019",act_1103-wilson-st,Single Lot,Common Driveway,Common Driveway,high,replat child; units=1 (one address); master_size=3 (25094784); depth_ft=49.9998; geometry=HCAD unique exact-address polygon; parcel=1490630010003; parcel_history=none,Classifier provisionally preferred: short exact-address parcel plus subdivision/unit evidence supports common access; access still needs human confirmation.
montrose,"2027 Fairview Avenue, Houston, TX 77019",act_2027-fairview-avenue,Split Lot,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"1515 Vermont Street #D, Houston, TX 77006",act_1515-vermont-street-d,Split Lot,Unknown,Unknown,unknown,no legal; units=1 (distinct address unit letters); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"2412 ELMEN Street, Houston, TX 77019",act_2412-elmen-street,Split Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=2 (25092208); depth_ft=100.0002; geometry=HCAD unique exact-address polygon; parcel=0291720140002; parcel_history=none; measured depth within 0.01 ft of 100-ft boundary,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"2209 Crocker, Houston, TX 77006",act_2209-crocker,Single Lot,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"617 Bomar Street, Houston, TX 77006",act_617-bomar-street,Single Lot,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"1817 BRANARD Street, Houston, TX 77098",act_1817-branard-street,Split Lot,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=2 (25116922); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"1521 NEVADA Street, Houston, TX 77006",act_1521-nevada-street,Split Lot,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"3909 DRISCOLL Street, Houston, TX 77098",act_3909-driscoll-street,Single Lot,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=2 (25104275); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"1601 VERMONT Street, Houston, TX 77006",act_1601-vermont-street,Single Lot,Common Driveway,Common Driveway,high,replat child; units=1 (one address); master_size=2 (25086165); depth_ft=95.0003; geometry=HCAD unique exact-address polygon; parcel=1494460010001; parcel_history=none,Classifier provisionally preferred: short exact-address parcel plus subdivision/unit evidence supports common access; access still needs human confirmation.
montrose,"511 W Polk Street, Houston, TX 77019",act_511-w-polk-street,Split Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=100.356; geometry=HCAD unique exact-address polygon; parcel=1424530010001; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"1907 SUL ROSS Street, Houston, TX 77098",act_1907-sul-ross-street,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=125.0003; geometry=HCAD unique exact-address polygon; parcel=0382170000004; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"1822 BRANARD Street #B, Houston, TX 77098",act_1822-branard-street-b,Single Lot,Split Lot,Split Lot,high,replat child; units=2 (distinct address unit letters); master_size=2 (25116311); depth_ft=150.0372; geometry=HCAD unique exact-address polygon; parcel=1498230010001; parcel_history=none,"Unresolved: classifier measures a deep fragment/replat parcel, but that does not prove two homes or invalidate a reviewed Single label. Obtain the plat; retain stored label."
montrose,"805 BOMAR Street, Houston, TX 77006",act_805-bomar-street,Single Lot,Unknown,Common Driveway,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=97.3958; geometry=HCAD unique exact-address polygon; parcel=0091020000002; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"508 Willard Street, Houston, TX 77006",act_508-willard-street,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=100.9236; geometry=HCAD unique exact-address polygon; parcel=0090990000007; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"1204 W Drew Street, Houston, TX 77006",act_1204-w-drew-street,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=100.0006; geometry=HCAD unique exact-address polygon; parcel=0370820000037; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"1906 WOODHEAD Street, Houston, TX 77019",act_1906-woodhead-street,Single Lot,Unknown,Common Driveway,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=99.758; geometry=HCAD unique exact-address polygon; parcel=0520550280008; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"1824 MARSHALL Street, Houston, TX 77098",act_1824-marshall-street,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=125.4287; geometry=HCAD unique exact-address polygon; parcel=0542270000023; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"1642 Norfolk Street, Houston, TX 77006",act_1642-norfolk-street,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=121.1688; geometry=HCAD unique exact-address polygon; parcel=0392240050026; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"1511 KIPLING Street, Houston, TX 77006",act_1511-kipling-street,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=126.1193; geometry=HCAD unique exact-address polygon; parcel=0522240000007; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"2415 Elmen Street, Houston, TX 77019",act_2415-elmen-street,Single Lot,Unknown,Common Driveway,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=98.635; geometry=HCAD unique exact-address polygon; parcel=0291680000004; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"1606 Hazard Street, Houston, TX 77019",act_1606-hazard-street,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=100.5259; geometry=HCAD unique exact-address polygon; parcel=0620520020017; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"1523 Marshall Street, Houston, TX 77006",act_1523-marshall-street,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=125.657; geometry=HCAD unique exact-address polygon; parcel=0522220000005; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"1641 Hawthorne Street, Houston, TX 77006",act_1641-hawthorne-street,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=107.5513; geometry=HCAD unique exact-address polygon; parcel=0540520040001; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"10 COURTLANDT PLACE, Houston, TX 77006",pmt_10-courtlandt-place,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=186.1019; geometry=HCAD unique exact-address polygon; parcel=0102490000006; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"3412 AUDUBON PLACE, Houston, TX 77006",pmt_3412-audubon-place,Single Lot,Split Lot,Split Lot,high,replat child; units=1 (one address); master_size=None (none); depth_ft=150.4428; geometry=HCAD unique exact-address polygon; parcel=1218110020001; parcel_history=none,"Unresolved: classifier measures a deep fragment/replat parcel, but that does not prove two homes or invalidate a reviewed Single label. Obtain the plat; retain stored label."
montrose,"1323 SOUTH BLVD, Houston, TX 77006",pmt_1323-south-blvd,Single Lot,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"1829 MARYLAND ST, Houston, TX 77006",pmt_1829-maryland-st,Single Lot,Unknown,Common Driveway,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=99.2019; geometry=HCAD unique exact-address polygon; parcel=0513840000029; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"4528 YOAKUM BLVD, Houston, TX 77006",pmt_4528-yoakum-blvd,Single Lot,Common Driveway,Common Driveway,high,replat child; units=1 (one address); master_size=2 (25089108); depth_ft=46.3765; geometry=HCAD unique exact-address polygon; parcel=1343790020009; parcel_history=none,Classifier provisionally preferred: short exact-address parcel plus subdivision/unit evidence supports common access; access still needs human confirmation.
montrose,"4534 YOAKUM BLVD, Houston, TX 77006",pmt_4534-yoakum-blvd,Single Lot,Common Driveway,Common Driveway,high,replat child; units=1 (one address); master_size=None (none); depth_ft=51.8145; geometry=HCAD unique exact-address polygon; parcel=1343790020012; parcel_history=none,Classifier provisionally preferred: short exact-address parcel plus subdivision/unit evidence supports common access; access still needs human confirmation.
montrose,"4524 YOAKUM BLVD, Houston, TX 77006",pmt_4524-yoakum-blvd,Single Lot,Common Driveway,Common Driveway,high,replat child; units=1 (one address); master_size=None (none); depth_ft=57.0417; geometry=HCAD unique exact-address polygon; parcel=1343790020007; parcel_history=none,Classifier provisionally preferred: short exact-address parcel plus subdivision/unit evidence supports common access; access still needs human confirmation.
montrose,"1830 FAIRVIEW ST S, Houston, TX 77006",pmt_1830-fairview-st-s,Split Lot,Unknown,Unknown,unknown,no legal; units=1 (distinct address unit letters); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"1828 FAIRVIEW ST, Houston, TX 77006",pmt_1828-fairview-st,Split Lot,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
montrose,"720 PEDEN ST, Houston, TX 77006",pmt_720-peden-st,Single Lot,Split Lot,Split Lot,high,replat child; units=1 (one address); master_size=2 (25121136); depth_ft=100.1117; geometry=HCAD unique exact-address polygon; parcel=1494330010001; parcel_history=none,"Unresolved: classifier measures a deep fragment/replat parcel, but that does not prove two homes or invalidate a reviewed Single label. Obtain the plat; retain stored label."
montrose,"4512 YOAKUM BLVD, Houston, TX 77006",pmt_4512-yoakum-blvd,Split Lot,Common Driveway,Common Driveway,high,replat child; units=1 (one address); master_size=2 (25089091); depth_ft=66.0491; geometry=HCAD unique exact-address polygon; parcel=1343790020001; parcel_history=none,Classifier provisionally preferred: short exact-address parcel plus subdivision/unit evidence supports common access; access still needs human confirmation.
montrose,"4514 YOAKUM BLVD, Houston, TX 77006",pmt_4514-yoakum-blvd,Single Lot,Common Driveway,Common Driveway,high,replat child; units=1 (one address); master_size=None (none); depth_ft=61.8394; geometry=HCAD unique exact-address polygon; parcel=1343790020002; parcel_history=none,Classifier provisionally preferred: short exact-address parcel plus subdivision/unit evidence supports common access; access still needs human confirmation.
montrose,"4516 YOAKUM BLVD, Houston, TX 77006",pmt_4516-yoakum-blvd,Split Lot,Common Driveway,Common Driveway,high,replat child; units=1 (one address); master_size=2 (25089117); depth_ft=57.5905; geometry=HCAD unique exact-address polygon; parcel=1343790020003; parcel_history=none,Classifier provisionally preferred: short exact-address parcel plus subdivision/unit evidence supports common access; access still needs human confirmation.
montrose,"4518 YOAKUM BLVD, Houston, TX 77006",pmt_4518-yoakum-blvd,Single Lot,Common Driveway,Common Driveway,high,replat child; units=1 (one address); master_size=2 (25089117); depth_ft=57.0151; geometry=HCAD unique exact-address polygon; parcel=1343790020004; parcel_history=none,Classifier provisionally preferred: short exact-address parcel plus subdivision/unit evidence supports common access; access still needs human confirmation.
montrose,"1202 W DREW ST, Houston, TX 77006",pmt_1202-w-drew-st,Single Lot,Unknown,Common Driveway,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=95.0007; geometry=HCAD unique exact-address polygon; parcel=1309360010005; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
