id,address,group,account,match_status,legal,depth_ft,width_ft,area_sf,unit_letters,unit_count,master_size,master_source,parcel_history,improvement_value,land_value,recommendation,blocking_reason,evidence_source,dimensions_source,prior_geometry,prior_legal,prior_history,current_geometry,current_legal,current_history,unverified_context,context_queries
pmt_1522-winter-st-77007,"1522 Winter St, Houston, TX 77007",UNVERIFIED_PLAT,1477970010007,EXACT,LT 7 BLK 1|WINTER FALLS,69.14,25.9999,1787.44,,1,,none,"[{""acct_continuity"": false, ""addresses"": {""child"": [""1520 WINTER ST"", ""1522 WINTER ST"", ""0 JOHNSON ST"", ""0 JOHNSON ST"", ""0 JOHNSON ST""], ""parent"": [""1520 WINTER ST""]}, ""areas"": {""child_sf"": [1619.0, 1787.4, 319.1, 225.4, 197.3], ""delta_pct"": -19.92, ""parent_sf"": [5180.0], ""sum_child_sf"": 4148.3, ""sum_parent_sf"": 5180.0}, ""child_accts"": [""1477970010006"", ""1477970010007"", ""1477970010008"", ""1477970010010"", ""1477970010009""], ""event"": ""PARTIAL"", ""lat"": 29.772471, ""lng"": -95.373406, ""parent_accts"": [""0051050000001""], ""vintage"": ""2024_Oct->2025_Oct""}]",229584,135480,Unverified v9 candidate: Common Driveway; retain Unknown pending plat/access review,Original plat/replat and access verification; subdivision name alone does not prove subdivision of a parent parcel.,HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,True,True,True,True,[],[]
2131271381,"1604 Spring St, Houston, Tx 77007",UNVERIFIED_PLAT,0142570000007,EXACT,TRS 2A 3B & 4A BLK 3|FRITZ,149.9988,44.8838,5279.99,,1,,none,[],101030,271440,Unverified v9 candidate: Split Lot; retain Unknown pending plat/access review,Original plat/replat and access verification; subdivision name alone does not prove subdivision of a parent parcel.,HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
pmt_1805-palmetto-landing-dr-77009,"1805 Palmetto Landing Dr, Houston, TX 77009",UNVERIFIED_PLAT,1385300010008,EXACT,LT 8 BLK 1|NEWER HEIGHTS VILLAGE,67.0095,29.0077,1943.34,,1,,none,[],212151,136010,Unverified v9 candidate: Common Driveway; retain Unknown pending plat/access review,Original plat/replat and access verification; subdivision name alone does not prove subdivision of a parent parcel.,HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131475807,"1811 W 14th 1/2 St, Houston, Tx 77008",UNVERIFIED_PLAT,0720130080014,EXACT,TR 1C BLK 8|CLARK PINES SEC 2,107.2999,59.8527,5971.21,,1,,none,[],56668,384150,Unverified v9 candidate: Split Lot; retain Unknown pending plat/access review,Original plat/replat and access verification; subdivision name alone does not prove subdivision of a parent parcel.,HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
pmt_1813-w-14th-st-77008,"1813 W 14th St, Houston, TX 77008",UNVERIFIED_PLAT,0720120020011,EXACT,TR 11B BLK 2|CLARK PINES,132.7281,60.0005,7949.88,,1,,none,[],0,491400,Unverified v9 candidate: Split Lot; retain Unknown pending plat/access review,Original plat/replat and access verification; subdivision name alone does not prove subdivision of a parent parcel.,HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
pmt_1910-w-14th-1-2-st-77008,"1910 W 14th 1/2 St, Houston, TX 77008",UNVERIFIED_PLAT,0720130090001,EXACT,LT 1 BLK 9|CLARK PINES SEC 2,110.0003,90.0003,9890.59,,1,,none,[],899826,555750,Unverified v9 candidate: Split Lot; retain Unknown pending plat/access review,Original plat/replat and access verification; subdivision name alone does not prove subdivision of a parent parcel.,HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
pmt_1918-johnson-st-77007,"1918 Johnson St, Houston, TX 77007",UNVERIFIED_PLAT,1478670010002,EXACT,LT 2 BLK 1|CUSTUS ESTATES,88.1904,50.0005,4409.53,,1,,none,"[{""acct_continuity"": false, ""addresses"": {""child"": [""1918 JOHNSON ST""], ""parent"": [""0 JOHNSON ST""]}, ""areas"": {""child_sf"": [4409.5], ""delta_pct"": 121.03, ""parent_sf"": [1995.0], ""sum_child_sf"": 4409.5, ""sum_parent_sf"": 1995.0}, ""child_accts"": [""1478670010002""], ""event"": ""RESHAPE"", ""lat"": 29.774901, ""lng"": -95.373443, ""parent_accts"": [""1368150010005""], ""vintage"": ""2024_Oct->2025_Oct""}]",180843,286650,Unverified v9 candidate: Common Driveway; retain Unknown pending plat/access review,Original plat/replat and access verification; subdivision name alone does not prove subdivision of a parent parcel.,HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,True,True,True,True,[],[]
pmt_2008-w-14th-1-2-st-77008,"2008 W 14th 1/2 St, Houston, TX 77008",UNVERIFIED_PLAT,0720130110005,EXACT,LT 5 BLK 11|CLARK PINES SEC 2,111.5717,70.5235,7814.86,,1,,none,[],975750,484250,Unverified v9 candidate: Split Lot; retain Unknown pending plat/access review,Original plat/replat and access verification; subdivision name alone does not prove subdivision of a parent parcel.,HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
pmt_2311-roy-cir-77007,"2311 Roy Cir, Houston, TX 77007",UNVERIFIED_PLAT,0800710000011,EXACT,LT 11 BLK 1|COTTAGE OAKS,120.8933,56.6612,6819.89,,1,,none,[],,,Unverified v9 candidate: Split Lot; retain Unknown pending plat/access review,Original plat/replat and access verification; subdivision name alone does not prove subdivision of a parent parcel.,HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
pmt_2701-julian-st-77009,"2701 Julian St, Houston, TX 77009",UNVERIFIED_PLAT,0562880000025,EXACT,LT 25 BLK 2|RIDGEMONT SEC 1,102.5262,92.8685,7062.3,,1,,none,[],597286,812500,Unverified v9 candidate: Split Lot; retain Unknown pending plat/access review,Original plat/replat and access verification; subdivision name alone does not prove subdivision of a parent parcel.,HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
pmt_5114-eigel-st-77007,"5114 Eigel St, Houston, TX 77007",UNVERIFIED_PLAT,0072760000004,EXACT,LT 4 BLK 92|BRUNNER,100.0001,50.0001,4999.98,,1,,none,[],100,399900,Unverified v9 candidate: Split Lot; retain Unknown pending plat/access review,Original plat/replat and access verification; subdivision name alone does not prove subdivision of a parent parcel.,HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
pmt_5212-kansas-st-77007,"5212 Kansas St, Houston, TX 77007",UNVERIFIED_PLAT,0102020000087,EXACT,LTS 1087 1088 & 1089|COTTAGE GROVE SEC 1,107.6593,74.8182,8036.58,,1,,none,[],0,481500,Unverified v9 candidate: Split Lot; retain Unknown pending plat/access review,Original plat/replat and access verification; subdivision name alone does not prove subdivision of a parent parcel.,HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
pmt_717-e-5th-1-2-st-77007,"717 E 5th 1/2 St, Houston, TX 77007",UNVERIFIED_PLAT,1464340010002,EXACT,LT 2 BLK 1|SOLAR STREET PLAZA,125.056,78.2435,7144.02,,1,,none,[],1253800,646200,Unverified v9 candidate: Split Lot; retain Unknown pending plat/access review,Original plat/replat and access verification; subdivision name alone does not prove subdivision of a parent parcel.,HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
pmt_730-e-13th-1-2-st-77008,"730 E 13th 1/2 St, Houston, TX 77008",UNVERIFIED_PLAT,0522740000008,EXACT,LT 8 BLK 6|KUTSCHBACH,125.0899,49.9998,6254.47,,1,,none,[],1204250,593750,Unverified v9 candidate: Split Lot; retain Unknown pending plat/access review,Original plat/replat and access verification; subdivision name alone does not prove subdivision of a parent parcel.,HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131370516,"912 Robbie St, Houston, Tx 77009",UNVERIFIED_PLAT,0513500000012,EXACT,LT 12 & TR 13A BLK 6|PINERIDGE,100.0009,60.0001,6000.01,,1,,none,[],41196,450000,Unverified v9 candidate: Split Lot; retain Unknown pending plat/access review,Original plat/replat and access verification; subdivision name alone does not prove subdivision of a parent parcel.,HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
pmt_742-allston-st-77007,"742 Allston St, Houston, TX 77007",LEGAL_UNAVAILABLE,,NO_MATCH,Unavailable,,,,,1,,none,[],Unavailable,Unavailable,Retain Unknown,Verified HCAD account or recorded plat for this exact home; successful address query found no exact match.,HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",False,False,False,False,False,False,[],[]
2131312670,"1003 Enid St, Houston, Tx 77009",HELD_TRIAGE,0331310910008,EXACT,LT 8 BLK 91|BROOKE SMITH,100.0002,50.0007,5000.01,,1,,none,[],42508,300000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. legal LT n + 5,000 sf full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131312288,"1007 Cordell St, Houston, Tx 77009",HELD_TRIAGE,0331260820010,EXACT,LT 10 BLK 82|BROOKE SMITH,100.0005,50.0004,5000.04,,1,,none,[],254737,300000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. legal LT n + 5,000 sf full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131374828,"1010 Woodland St, Houston, Tx 77009",HELD_TRIAGE,0620660000003,EXACT,LT 3 BLK 15|NORHILL,100.7704,50.4128,5078.13,,1,,none,[],0,625000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. legal LT n + 5,078 sf full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
pmt_1013-woodland-st-77009,"1013 Woodland St, Houston, TX 77009",HELD_TRIAGE,0620650000013,EXACT,LT 13 BLK 14|NORHILL,101.0974,50.4094,5090.96,,1,,none,[],115647,625000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. legal LT n + 5,091 sf full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131191611,"1015 Adele St, Houston, Tx 77009",HELD_TRIAGE,0350120060007,EXACT,LT 7 BLK 6|STUDES SEC 1,99.7158,50.1805,4981.25,,1,,none,[],,,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. 4,981 sf = 100% of plat median 5,000",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131191267,"1021 Nadine St, Houston, Tx 77009",HELD_TRIAGE,0350110030005,EXACT,LT 5 BLK 3|STUDES SEC 1,100.0002,50.0003,5000.01,,1,,none,[],12862,375000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. legal LT n + 5,000 sf full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131191607,"1025 Adele St, Houston, Tx 77009",HELD_TRIAGE,0350120060004,EXACT,LT 4 BLK 6|STUDES SEC 1,100.0,54.0847,5370.85,,1,,none,[],159915,375000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. legal LT n + 5,371 sf full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
pmt_1032-key-st-77009,"1032 Key St, Houston, TX 77009",HELD_TRIAGE,0621120000029,EXACT,LT 8 BLK 133|NORTH NORHILL,100.0003,50.0001,5000.01,,1,,none,[],0,0,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. legal LT n + 5,000 sf full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
pmt_1040-louise-st-77009,"1040 Louise St, Houston, TX 77009",HELD_TRIAGE,0350120060020,EXACT,LT 20 BLK 6|STUDES SEC 1,103.8557,50.1848,5205.19,,1,,none,[],25705,375000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. 4,908 sf = 98% of plat median 5,000",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131242651,"1107 E 27th St, Houston, Tx 77009",HELD_TRIAGE,0351100060003,EXACT,LT 3 BLK 6|SUNSET HEIGHTS EXTN ,100.7883,49.9936,4999.45,,1,,none,[],29962,375000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. 4,999 sf = 100% of plat median 4,999",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131191542,"1115 Adele St, Houston, Tx 77009",HELD_TRIAGE,0350120050008,EXACT,LT 8 BLK 5|STUDES SEC 1,100.0001,49.9998,4998.86,,1,,none,[],42612,375000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. 4,999 sf = 100% of plat median 5,000",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131191409,"1123 Nadine St, Houston, Tx 77009",HELD_TRIAGE,0350110040006,EXACT,LT 6 BLK 4|STUDES SEC 1,100.0002,49.999,4999.85,,1,,none,[],33000,375000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. 5,000 sf = 100% of plat median 5,000",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131200959,"1124 W 21st St, Houston, Tx 77008",HELD_TRIAGE,0610190030009,EXACT,TR 9A BLK 3|QUENSELL LAWN,73.7836,60.0006,4293.83,,1,,none,[],73762,300300,Not evaluated: human hold; RESOLVED-SPLIT,"Prior human hold: requires explicit re-review; no classification authorized this session. 4,294 sf = 59% of plat median 7,250",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131200820,"1126 W 22nd St, Houston, Tx 77008",HELD_TRIAGE,0610190020015,EXACT,LTS 14 & 15 BLK 2|QUENSELL LAWN,144.9996,100.0004,14499.93,,1,,none,[],105606,942500,Not evaluated: human hold; GENUINELY-AMBIGUOUS,"Prior human hold: requires explicit re-review; no classification authorized this session. 14,500 sf — larger than any Heights full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131191475,"1128 Adele St, Houston, Tx 77009",HELD_TRIAGE,0350110040018,EXACT,LT 18 BLK 4|STUDES SEC 1,100.0762,50.0308,4995.54,,1,,none,[],10000,375000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. 4,996 sf = 100% of plat median 5,000",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
pmt_1138-fugate-st-77009,"1138 Fugate St, Houston, TX 77009",HELD_TRIAGE,0621010000010,EXACT,LT 10 BLK 122|NORTH NORHILL,99.9997,49.9999,4999.94,,1,,none,[],0,450000,Not evaluated: human hold; GENUINELY-AMBIGUOUS,"Prior human hold: requires explicit re-review; no classification authorized this session. no parcel, no legal",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131437447,"117 E 25th St, Houston, Tx 77008",HELD_TRIAGE,0562820000009,EXACT,LTS 8 & 9 BLK 8|MILROY PLACE,104.0015,91.0,9463.93,,1,,none,[],45560,804440,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. legal assembled 2 lots, 9,464 sf >= 2x2400",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131437359,"117 Munford St, Houston, Tx 77008",HELD_TRIAGE,0562790000009,EXACT,LT 9 BLK 5|MILROY PLACE,100.0007,51.9997,5199.95,,1,,none,[],148000,442000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. legal LT n + 5,200 sf full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131437170,"118 E 24th St, Houston, Tx 77008",HELD_TRIAGE,0562750000012,EXACT,LT 12 BLK 1|MILROY PLACE,99.7411,50.9029,5069.44,,1,,none,[],111521,442000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. legal LT n + 5,069 sf full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131177133,"1201 Cordell St, Houston, Tx 77009",HELD_TRIAGE,0331250800007,EXACT,LT 7 BLK 80|BROOKE SMITH,100.1041,50.1777,5021.92,,1,,none,[],120537,300000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. legal LT n + 5,022 sf full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131176672,"1204 Cordell St, Houston, Tx 77009",HELD_TRIAGE,0331220730005,EXACT,LT 5 BLK 73|BROOKE SMITH,100.0003,49.9998,4999.99,,1,,none,[],102101,300000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. 5,000 sf = 100% of plat median 5,000",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131176668,"1208 Cordell St, Houston, Tx 77009",HELD_TRIAGE,0331220730003,EXACT,LT 3 BLK 73|BROOKE SMITH,100.0,49.9998,4999.97,,1,,none,[],505758,300000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. 5,000 sf = 100% of plat median 5,000",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131318291,"1211 Gibbs St, Houston, Tx 77009",HELD_TRIAGE,0350930450029,EXACT,LTS 29 THRU 34 BLK 45|SUNSET HEIGHTS,196.7673,120.2812,20490.69,,1,,none,[],169560,1560900,Not evaluated: human hold; GENUINELY-AMBIGUOUS,"Prior human hold: requires explicit re-review; no classification authorized this session. 20,491 sf — larger than any Heights full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131179219,"1211 N Durham Dr, Houston, Tx 77008",HELD_TRIAGE,1468120010001,EXACT,RES A BLK 1|FUR PAWS CENTER,124.1408,100.0,12399.98,,1,,none,[],101771,1240000,Not evaluated: human hold; GENUINELY-AMBIGUOUS,"Prior human hold: requires explicit re-review; no classification authorized this session. 12,400 sf — larger than any Heights full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131537524,"1219 Bay Oaks Rd, Houston, Tx 77008",HELD_TRIAGE,0771810060016,EXACT,LT 16 BLK 6|TIMBERGROVE MANOR,301.942,57.6252,16833.53,,1,,none,[],100,666000,Not evaluated: human hold; GENUINELY-AMBIGUOUS,"Prior human hold: requires explicit re-review; no classification authorized this session. 16,834 sf — larger than any Heights full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131228942,"1412 Northwood St, Houston, Tx 77009",HELD_TRIAGE,0331430150002,EXACT,LT 2 BLK 115|BROOKE SMITH,105.5318,50.179,5215.23,,1,,none,[],225832,300000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. legal LT n + 5,215 sf full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131312852,"1506 Tabor St, Houston, Tx 77009",HELD_TRIAGE,0331340970003,EXACT,LT 3 & TR 4A BLK 97|BROOKE SMITH,99.714,62.618,6221.55,,1,,none,[],416225,360000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. legal LT n + 1 TR + 6,222 sf full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131330179,"1518 W 25th St, Houston, Tx 77008",HELD_TRIAGE,0561650000288,EXACT,TR 141E|SHADY ACRES SEC 2,181.4144,145.1903,20116.89,,1,,none,[],23898,1215240,Not evaluated: human hold; GENUINELY-AMBIGUOUS,"Prior human hold: requires explicit re-review; no classification authorized this session. 20,117 sf — larger than any Heights full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131538738,"1522 Glen Oaks St, Houston, Tx 77008",HELD_TRIAGE,0771820170006,EXACT,LT 6 BLK 17|TIMBERGROVE MANOR SEC 3,237.4591,123.8498,15959.58,,1,,none,[],0,704700,Not evaluated: human hold; GENUINELY-AMBIGUOUS,"Prior human hold: requires explicit re-review; no classification authorized this session. 15,954 sf — larger than any Heights full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
pmt_1602-turnpike-rd-77008,"1602 Turnpike Rd, Houston, TX 77008",HELD_TRIAGE,0771820170019,EXACT,LT 19 BLK 17|TIMBERGROVE MANOR SEC 3,303.5196,74.9627,17333.03,,1,,none,[],943750,619992,Not evaluated: human hold; GENUINELY-AMBIGUOUS,"Prior human hold: requires explicit re-review; no classification authorized this session. 17,339 sf — larger than any Heights full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131331239,"1610 W 21st St, Houston, Tx 77008",HELD_TRIAGE,0561660000250,EXACT,LTS 250 & 251|SHADY ACRES SEC 2,126.9222,99.9995,12653.55,,1,,none,[],50782,737100,Not evaluated: human hold; GENUINELY-AMBIGUOUS,"Prior human hold: requires explicit re-review; no classification authorized this session. 12,654 sf — larger than any Heights full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131313407,"1631 Walton St, Houston, Tx 77009",HELD_TRIAGE,0521510000008,EXACT,LT 8|OAKDALE PLACE 2ND R/P,100.6901,52.8305,5278.85,,1,,none,[],90000,250000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. legal LT n + 5,279 sf full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131187484,"1808 N Shepherd Dr, Houston, Tx 77008",HELD_TRIAGE,1455700010001,EXACT,RES A BLK 1|HEIGHTS HAVEN,150.1282,131.0002,19649.92,,1,,none,[],484873,1964600,Not evaluated: human hold; GENUINELY-AMBIGUOUS,"Prior human hold: requires explicit re-review; no classification authorized this session. 19,650 sf — larger than any Heights full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
